,User-ID,ISBN,Book-Rating
165,146874,0060096195,9
166,155141,0060096195,10
167,162856,0060096195,8
168,163754,0060096195,8
169,164027,0060096195,7
170,167542,0060096195,8
171,181687,0060096195,10
172,183200,0060096195,8
173,203506,0060096195,10
174,209047,0060096195,8
175,210874,0060096195,9
176,213812,0060096195,9
177,226700,0060096195,8
178,228868,0060096195,7
179,231337,0060096195,8
180,233711,0060096195,9
181,237789,0060096195,8
182,246507,0060096195,8
183,249407,0060096195,7
184,251422,0060096195,9
185,269738,0060096195,8
186,276916,0441008291,8
187,124597,0441008291,7
188,125039,0441008291,5
189,276925,0140154078,6
190,70541,0140154078,8
191,94347,0140154078,6
192,97324,0140154078,8
193,99206,0140154078,8
194,134434,0140154078,8
195,153091,0140154078,8
196,161685,0140154078,8
197,166596,0140154078,9
198,168338,0140154078,8
199,216162,0140154078,8
200,276925,0385504209,8
201,277427,0385504209,8
202,638,0385504209,10
203,882,0385504209,10
204,1075,0385504209,7
205,1211,0385504209,9
206,1652,0385504209,7
207,1803,0385504209,9
208,2179,0385504209,10
209,3556,0385504209,10
210,3999,0385504209,10
211,4098,0385504209,10
212,4169,0385504209,10
213,5476,0385504209,10
214,5559,0385504209,8
215,5722,0385504209,7
216,6535,0385504209,10
217,6815,0385504209,10
218,7283,0385504209,9
219,7915,0385504209,10
220,8006,0385504209,9
221,8734,0385504209,9
222,8870,0385504209,7
223,9343,0385504209,8
224,10090,0385504209,10
225,10560,0385504209,10
226,11187,0385504209,7
227,11224,0385504209,9
228,11676,0385504209,9
229,13273,0385504209,9
230,13279,0385504209,10
231,13552,0385504209,10
232,14521,0385504209,10
233,14667,0385504209,10
234,15127,0385504209,6
235,15602,0385504209,9
236,16000,0385504209,5
237,16795,0385504209,10
238,20172,0385504209,5
239,20294,0385504209,9
240,21660,0385504209,9
241,22228,0385504209,5
242,22338,0385504209,10
243,22403,0385504209,9
244,23408,0385504209,5
245,24082,0385504209,9
246,24325,0385504209,8
247,25616,0385504209,8
248,27647,0385504209,3
249,28216,0385504209,9
250,28289,0385504209,10
251,28705,0385504209,10
252,28865,0385504209,10
253,30276,0385504209,8
254,31252,0385504209,10
255,31826,0385504209,10
256,32049,0385504209,7
257,33576,0385504209,10
258,34837,0385504209,10
259,35467,0385504209,8
260,35704,0385504209,9
261,36256,0385504209,9
262,36286,0385504209,7
263,36472,0385504209,9
264,37712,0385504209,6
265,37790,0385504209,10
266,38431,0385504209,10
267,39281,0385504209,10
268,39345,0385504209,9
269,39646,0385504209,9
270,39662,0385504209,9
271,41646,0385504209,10
272,42128,0385504209,9
273,43466,0385504209,9
274,43786,0385504209,8
275,45287,0385504209,10
276,45539,0385504209,10
277,45842,0385504209,4
278,47153,0385504209,8
279,47996,0385504209,6
280,48046,0385504209,10
281,48146,0385504209,10
282,48217,0385504209,10
283,48712,0385504209,10
284,48715,0385504209,8
285,49422,0385504209,9
286,49980,0385504209,10
287,50132,0385504209,10
288,50205,0385504209,9
289,50681,0385504209,7
290,50895,0385504209,10
291,52002,0385504209,10
292,53174,0385504209,10
293,53304,0385504209,10
294,53408,0385504209,9
295,53446,0385504209,7
296,53729,0385504209,9
297,54474,0385504209,9
298,54655,0385504209,7
299,55027,0385504209,8
300,55927,0385504209,10
301,56360,0385504209,9
302,57105,0385504209,9
303,57124,0385504209,6
304,57599,0385504209,10
305,58782,0385504209,10
306,59084,0385504209,8
307,60263,0385504209,10
308,61038,0385504209,10
309,61297,0385504209,10
310,62015,0385504209,9
311,62542,0385504209,10
312,62654,0385504209,5
313,62659,0385504209,10
314,63620,0385504209,7
315,65088,0385504209,9
316,66323,0385504209,9
317,67270,0385504209,9
318,67272,0385504209,10
319,67571,0385504209,9
320,67840,0385504209,10
321,68185,0385504209,7
322,68383,0385504209,7
323,68437,0385504209,8
324,68555,0385504209,10
325,68579,0385504209,10
326,68984,0385504209,10
327,69156,0385504209,6
328,70594,0385504209,9
329,71313,0385504209,10
330,71587,0385504209,9
331,72575,0385504209,10
332,73219,0385504209,7
333,73681,0385504209,7
334,74453,0385504209,5
335,75485,0385504209,10
336,75819,0385504209,10
337,76990,0385504209,8
338,77181,0385504209,7
339,77307,0385504209,8
340,78229,0385504209,7
341,78440,0385504209,8
342,78867,0385504209,8
343,79506,0385504209,10
344,79650,0385504209,5
345,79740,0385504209,7
346,79921,0385504209,4
347,80075,0385504209,8
348,81311,0385504209,10
349,81318,0385504209,10
350,81368,0385504209,8
351,81370,0385504209,10
352,81484,0385504209,9
353,81977,0385504209,9
354,82893,0385504209,10
355,83443,0385504209,10
356,85058,0385504209,10
357,85502,0385504209,9
358,85892,0385504209,9
359,86123,0385504209,7
360,86189,0385504209,3
361,86202,0385504209,7
362,86906,0385504209,6
363,87161,0385504209,7
364,87573,0385504209,8
365,88389,0385504209,7
366,88693,0385504209,8
367,89059,0385504209,7
368,89551,0385504209,10
369,89602,0385504209,8
370,89711,0385504209,10
371,89874,0385504209,10
372,92810,0385504209,9
373,93467,0385504209,10
374,93565,0385504209,9
375,93629,0385504209,9
376,93857,0385504209,10
377,94263,0385504209,8
378,94294,0385504209,10
379,95011,0385504209,9
380,95025,0385504209,6
381,95193,0385504209,10
382,95574,0385504209,5
383,96689,0385504209,5
384,96699,0385504209,10
385,96744,0385504209,9
386,96889,0385504209,7
387,97874,0385504209,1
388,98391,0385504209,10
389,98628,0385504209,8
390,98914,0385504209,6
391,99032,0385504209,6
392,99452,0385504209,8
393,100009,0385504209,8
394,100088,0385504209,10
395,100644,0385504209,9
396,100846,0385504209,8
397,101305,0385504209,6
398,105266,0385504209,7
399,105979,0385504209,5
400,106184,0385504209,8
401,107008,0385504209,8
402,107431,0385504209,9
403,107784,0385504209,10
404,108332,0385504209,5
405,108535,0385504209,5
406,109700,0385504209,10
407,109864,0385504209,10
408,110558,0385504209,8
409,111261,0385504209,10
410,111578,0385504209,10
411,112974,0385504209,5
412,113097,0385504209,6
413,113106,0385504209,8
414,113817,0385504209,7
415,114498,0385504209,7
416,114868,0385504209,8
417,115003,0385504209,9
418,119971,0385504209,6
419,120695,0385504209,8
420,120908,0385504209,10
421,120942,0385504209,10
422,123143,0385504209,9
423,123430,0385504209,9
424,123617,0385504209,8
425,123827,0385504209,8
426,124720,0385504209,9
427,124946,0385504209,8
428,127049,0385504209,5
429,128085,0385504209,10
430,128391,0385504209,9
431,128841,0385504209,9
432,131046,0385504209,9
433,131510,0385504209,7
434,131650,0385504209,9
435,132083,0385504209,5
436,132142,0385504209,10
437,133790,0385504209,9
438,134278,0385504209,10
439,134556,0385504209,8
440,135398,0385504209,7
441,135893,0385504209,10
442,136193,0385504209,8
443,136491,0385504209,10
444,137211,0385504209,8
445,137816,0385504209,9
446,138010,0385504209,7
447,139078,0385504209,3
448,139844,0385504209,9
449,142524,0385504209,10
450,143386,0385504209,10
451,143576,0385504209,10
452,144348,0385504209,10
453,144549,0385504209,6
454,145699,0385504209,8
455,146469,0385504209,10
456,146517,0385504209,5
457,146530,0385504209,8
458,146803,0385504209,5
459,146991,0385504209,7
460,147803,0385504209,8
461,148824,0385504209,9
462,149084,0385504209,10
463,149231,0385504209,7
464,149792,0385504209,9
465,151093,0385504209,10
466,151235,0385504209,9
467,151738,0385504209,10
468,152651,0385504209,10
469,153439,0385504209,10
470,153797,0385504209,9
471,154345,0385504209,8
472,154730,0385504209,2
473,156584,0385504209,7
474,156816,0385504209,8
475,157273,0385504209,9
476,158226,0385504209,9
477,158385,0385504209,9
478,159033,0385504209,10
479,159230,0385504209,9
480,159865,0385504209,9
481,160112,0385504209,9
482,160385,0385504209,10
483,160509,0385504209,10
484,161026,0385504209,7
485,161039,0385504209,8
486,161070,0385504209,9
487,161252,0385504209,7
488,162376,0385504209,9
489,162633,0385504209,5
490,162738,0385504209,8
491,163579,0385504209,8
492,164549,0385504209,8
493,164581,0385504209,10
494,164584,0385504209,7
495,167576,0385504209,7
496,167746,0385504209,6
497,168954,0385504209,9
498,169463,0385504209,6
499,169496,0385504209,8
500,169663,0385504209,8
501,169727,0385504209,9
502,169754,0385504209,8
503,169781,0385504209,8
504,170499,0385504209,8
505,170513,0385504209,10
506,170850,0385504209,10
507,170861,0385504209,10
508,171638,0385504209,9
509,173280,0385504209,9
510,174304,0385504209,9
511,175174,0385504209,8
512,176916,0385504209,9
513,177134,0385504209,9
514,177690,0385504209,10
515,178199,0385504209,8
516,178762,0385504209,6
517,179741,0385504209,9
518,179772,0385504209,10
519,180348,0385504209,9
520,181077,0385504209,8
521,183753,0385504209,9
522,184486,0385504209,9
523,185467,0385504209,10
524,185955,0385504209,3
525,187256,0385504209,9
526,192348,0385504209,7
527,193344,0385504209,10
528,193680,0385504209,7
529,194237,0385504209,9
530,194669,0385504209,9
531,194877,0385504209,7
532,195904,0385504209,9
533,196052,0385504209,8
534,198781,0385504209,9
535,199041,0385504209,10
536,199209,0385504209,9
537,199859,0385504209,7
538,200556,0385504209,10
539,201147,0385504209,9
540,201677,0385504209,10
541,201725,0385504209,10
542,202011,0385504209,7
543,202173,0385504209,10
544,202553,0385504209,3
545,202942,0385504209,9
546,204203,0385504209,7
547,204457,0385504209,8
548,204619,0385504209,5
549,204622,0385504209,10
550,204783,0385504209,8
551,204813,0385504209,10
552,205166,0385504209,9
553,205963,0385504209,9
554,207246,0385504209,9
555,207291,0385504209,10
556,209373,0385504209,10
557,209919,0385504209,9
558,210441,0385504209,9
559,210485,0385504209,8
560,210835,0385504209,7
561,211231,0385504209,10
562,211761,0385504209,5
563,212853,0385504209,9
564,213708,0385504209,8
565,214127,0385504209,10
566,214786,0385504209,10
567,215006,0385504209,9
568,215071,0385504209,5
569,215753,0385504209,10
570,215770,0385504209,8
571,216019,0385504209,8
572,216466,0385504209,10
573,216849,0385504209,7
574,217121,0385504209,8
575,218068,0385504209,8
576,218552,0385504209,8
577,218608,0385504209,10
578,218636,0385504209,10
579,219301,0385504209,9
580,219925,0385504209,8
581,220688,0385504209,10
582,223501,0385504209,7
583,223566,0385504209,9
584,223787,0385504209,9
585,224340,0385504209,8
586,224657,0385504209,6
587,225595,0385504209,10
588,225612,0385504209,8
589,226205,0385504209,7
590,226681,0385504209,8
591,226987,0385504209,10
592,227705,0385504209,10
593,228738,0385504209,10
594,228868,0385504209,8
595,229313,0385504209,8
596,229409,0385504209,8
597,229551,0385504209,10
598,229696,0385504209,8
599,229741,0385504209,6
600,229742,0385504209,8
601,230241,0385504209,10
602,230522,0385504209,9
603,230873,0385504209,5
604,231313,0385504209,10
605,231354,0385504209,7
606,231857,0385504209,8
607,232106,0385504209,10
608,232131,0385504209,10
609,232777,0385504209,5
610,234954,0385504209,9
611,235059,0385504209,9
612,235105,0385504209,6
613,235498,0385504209,9
614,236172,0385504209,10
615,237271,0385504209,8
616,237275,0385504209,10
617,237451,0385504209,7
618,237748,0385504209,7
619,237805,0385504209,10
620,237941,0385504209,9
621,238610,0385504209,6
622,239108,0385504209,6
623,239593,0385504209,6
624,239692,0385504209,10
625,240370,0385504209,9
626,240567,0385504209,10
627,240946,0385504209,10
628,241265,0385504209,8
629,241432,0385504209,9
630,242083,0385504209,8
631,242458,0385504209,9
632,242637,0385504209,6
633,242646,0385504209,10
634,243065,0385504209,10
635,243491,0385504209,10
636,243663,0385504209,9
637,243879,0385504209,10
638,244171,0385504209,9
639,244189,0385504209,10
640,244204,0385504209,10
641,246507,0385504209,8
642,246634,0385504209,9
643,246757,0385504209,9
644,247010,0385504209,10
645,247240,0385504209,4
646,248067,0385504209,9
647,248221,0385504209,8
648,248468,0385504209,9
649,248602,0385504209,10
650,250800,0385504209,10
651,250962,0385504209,7
652,251149,0385504209,3
653,251422,0385504209,10
654,251754,0385504209,1
655,251843,0385504209,7
656,253005,0385504209,10
657,253629,0385504209,8
658,253855,0385504209,10
659,254377,0385504209,9
660,255625,0385504209,7
661,256270,0385504209,9
662,257916,0385504209,9
663,258109,0385504209,9
664,258352,0385504209,9
665,261096,0385504209,10
666,263325,0385504209,8
667,263663,0385504209,10
668,267510,0385504209,9
669,267916,0385504209,9
670,268030,0385504209,8
671,268622,0385504209,7
672,268657,0385504209,9
673,269386,0385504209,9
674,269799,0385504209,9
675,270156,0385504209,9
676,272144,0385504209,8
677,272225,0385504209,9
678,272407,0385504209,9
679,272564,0385504209,10
680,272705,0385504209,10
681,274308,0385504209,9
682,274393,0385504209,8
683,275154,0385504209,7
684,276165,0385504209,9
685,276240,0385504209,10
686,276680,0385504209,8
687,276928,059030271X,5
688,4766,059030271X,10
689,7346,059030271X,10
690,14698,059030271X,8
691,20172,059030271X,10
692,25669,059030271X,10
693,35859,059030271X,10
694,37152,059030271X,1
695,43726,059030271X,7
696,49646,059030271X,8
697,51803,059030271X,10
698,60583,059030271X,8
699,77790,059030271X,10
700,92547,059030271X,9
701,94630,059030271X,10
702,130076,059030271X,9
703,137922,059030271X,7
704,146156,059030271X,10
705,174140,059030271X,5
706,179075,059030271X,10
707,179978,059030271X,8
708,190485,059030271X,9
709,196915,059030271X,8
710,200344,059030271X,10
711,202706,059030271X,10
712,203240,059030271X,7
713,209486,059030271X,9
714,211288,059030271X,5
715,229015,059030271X,5
716,237748,059030271X,9
717,276953,0446310786,10
718,277743,0446310786,9
719,26,0446310786,10
720,1032,0446310786,10
721,2766,0446310786,10
722,3542,0446310786,10
723,4017,0446310786,10
724,4225,0446310786,10
725,7409,0446310786,8
726,7841,0446310786,5
727,8115,0446310786,8
728,8253,0446310786,10
729,9417,0446310786,7
730,10314,0446310786,9
731,11601,0446310786,10
732,13850,0446310786,9
733,15720,0446310786,10
734,15775,0446310786,8
735,17950,0446310786,8
736,19336,0446310786,7
737,21402,0446310786,10
738,21576,0446310786,8
739,22365,0446310786,10
740,23902,0446310786,7
741,24194,0446310786,8
742,26084,0446310786,5
743,27472,0446310786,10
744,28477,0446310786,10
745,29981,0446310786,7
746,30489,0446310786,10
747,31556,0446310786,10
748,32089,0446310786,7
749,34193,0446310786,10
750,35718,0446310786,10
751,36003,0446310786,10
752,36938,0446310786,10
753,37400,0446310786,10
754,37712,0446310786,10
755,37950,0446310786,9
756,38464,0446310786,9
757,39385,0446310786,10
758,40330,0446310786,9
759,40796,0446310786,8
760,41738,0446310786,5
761,42323,0446310786,10
762,43113,0446310786,10
763,45340,0446310786,10
764,46443,0446310786,9
765,46887,0446310786,8
766,47971,0446310786,10
767,48268,0446310786,8
768,48653,0446310786,8
769,49204,0446310786,9
770,53117,0446310786,10
771,53729,0446310786,8
772,55187,0446310786,10
773,55548,0446310786,10
774,56804,0446310786,10
775,57398,0446310786,8
776,59038,0446310786,10
777,59172,0446310786,10
778,61888,0446310786,9
779,63545,0446310786,10
780,63625,0446310786,10
781,66942,0446310786,10
782,68861,0446310786,10
783,72886,0446310786,8
784,73486,0446310786,10
785,75429,0446310786,10
786,76505,0446310786,7
787,76626,0446310786,10
788,80684,0446310786,10
789,81138,0446310786,7
790,85433,0446310786,10
791,87216,0446310786,9
792,87911,0446310786,5
793,89602,0446310786,9
794,89874,0446310786,9
795,90046,0446310786,9
796,93631,0446310786,9
797,95359,0446310786,10
798,98440,0446310786,10
799,98468,0446310786,9
800,98484,0446310786,10
801,99252,0446310786,9
802,100459,0446310786,9
803,101126,0446310786,10
804,102647,0446310786,4
805,104657,0446310786,9
806,104948,0446310786,10
807,105536,0446310786,9
808,105979,0446310786,10
809,108827,0446310786,10
810,110934,0446310786,10
811,112570,0446310786,6
812,113519,0446310786,10
813,114258,0446310786,9
814,114414,0446310786,10
815,115003,0446310786,10
816,115252,0446310786,7
817,115700,0446310786,10
818,117577,0446310786,10
819,117781,0446310786,9
820,119341,0446310786,8
821,120935,0446310786,8
822,123883,0446310786,5
823,125736,0446310786,10
824,125892,0446310786,9
825,128325,0446310786,9
826,128622,0446310786,10
827,129074,0446310786,10
828,129641,0446310786,10
829,130837,0446310786,10
830,131655,0446310786,9
831,134278,0446310786,10
832,136205,0446310786,10
833,136491,0446310786,8
834,137746,0446310786,7
835,137940,0446310786,8
836,138543,0446310786,10
837,140662,0446310786,10
838,141023,0446310786,5
839,142253,0446310786,8
840,142801,0446310786,10
841,144017,0446310786,4
842,144255,0446310786,10
843,144791,0446310786,10
844,145449,0446310786,10
845,146230,0446310786,10
846,147385,0446310786,8
847,147451,0446310786,8
848,147847,0446310786,5
849,155000,0446310786,10
850,157851,0446310786,8
851,158774,0446310786,9
852,159033,0446310786,7
853,160509,0446310786,10
854,162664,0446310786,8
855,168047,0446310786,10
856,171118,0446310786,8
857,172374,0446310786,10
858,174304,0446310786,8
859,175283,0446310786,8
860,177432,0446310786,10
861,177989,0446310786,5
862,178953,0446310786,9
863,181176,0446310786,8
864,184299,0446310786,9
865,187145,0446310786,9
866,192353,0446310786,10
867,193676,0446310786,10
868,195469,0446310786,10
869,196053,0446310786,7
870,199041,0446310786,10
871,199092,0446310786,9
872,200226,0446310786,10
873,201526,0446310786,9
874,201697,0446310786,10
875,202127,0446310786,10
876,204100,0446310786,10
877,204494,0446310786,10
878,204762,0446310786,9
879,207246,0446310786,10
880,209160,0446310786,9
881,209516,0446310786,10
882,209724,0446310786,9
883,209789,0446310786,10
884,210168,0446310786,10
885,216861,0446310786,10
886,217889,0446310786,10
887,219650,0446310786,8
888,221904,0446310786,7
889,224093,0446310786,9
890,224997,0446310786,7
891,226847,0446310786,7
892,227494,0446310786,9
893,227836,0446310786,10
894,227976,0446310786,10
895,228504,0446310786,9
896,229440,0446310786,8
897,229741,0446310786,9
898,231210,0446310786,10
899,234205,0446310786,10
900,235030,0446310786,8
901,236058,0446310786,9
902,236340,0446310786,9
903,238390,0446310786,6
904,239594,0446310786,8
905,240567,0446310786,8
906,240643,0446310786,9
907,242007,0446310786,9
908,245371,0446310786,10
909,246759,0446310786,8
910,247447,0446310786,8
911,249174,0446310786,9
912,251422,0446310786,10
913,251844,0446310786,10
914,252222,0446310786,7
915,253106,0446310786,9
916,253821,0446310786,10
917,253949,0446310786,7
918,256407,0446310786,10
919,257028,0446310786,8
920,257700,0446310786,8
921,260897,0446310786,8
922,261567,0446310786,9
923,261611,0446310786,10
924,262391,0446310786,10
925,263325,0446310786,10
926,264985,0446310786,10
927,271176,0446310786,10
928,271859,0446310786,10
929,275306,0446310786,10
930,275520,0446310786,8
931,276964,0345354621,10
932,11676,0345354621,6
933,25583,0345354621,8
934,28634,0345354621,7
935,33319,0345354621,8
936,36163,0345354621,5
937,41084,0345354621,7
938,41455,0345354621,5
939,42511,0345354621,8
940,46484,0345354621,9
941,57095,0345354621,7
942,57601,0345354621,7
943,68537,0345354621,8
944,69042,0345354621,9
945,72523,0345354621,7
946,78448,0345354621,8
947,83235,0345354621,5
948,93363,0345354621,4
949,120598,0345354621,7
950,123544,0345354621,8
951,126388,0345354621,9
952,137137,0345354621,9
953,139956,0345354621,7
954,177458,0345354621,7
955,201776,0345354621,8
956,220013,0345354621,7
957,224349,0345354621,6
958,244915,0345354621,8
959,251242,0345354621,10
960,254754,0345354621,6
961,276964,0886773741,7
962,5920,0886773741,7
963,30735,0886773741,8
964,42450,0886773741,8
965,123544,0886773741,10
966,124597,0886773741,7
967,125334,0886773741,8
968,137336,0886773741,4
969,172101,0886773741,6
970,172202,0886773741,10
971,277036,0880381744,10
972,76223,0880381744,9
973,82893,0880381744,9
974,101851,0880381744,10
975,109779,0880381744,9
976,154844,0880381744,8
977,166123,0880381744,10
978,217682,0880381744,8
979,257204,0880381744,10
980,257472,0880381744,7
981,272073,0880381744,8
982,277042,0312283709,8
983,3632,0312283709,8
984,15500,0312283709,7
985,43910,0312283709,8
986,47861,0312283709,10
987,52851,0312283709,5
988,56391,0312283709,9
989,69078,0312283709,8
990,94347,0312283709,8
991,98708,0312283709,5
992,109502,0312283709,7
993,131265,0312283709,8
994,134005,0312283709,6
995,146230,0312283709,10
996,151082,0312283709,5
997,169255,0312283709,9
998,170316,0312283709,8
999,196711,0312283709,9
1000,198609,0312283709,9
1001,199871,0312283709,6
1002,200568,0312283709,3
1003,208112,0312283709,6
1004,210486,0312283709,8
1005,221946,0312283709,9
1006,223087,0312283709,4
1007,235282,0312283709,7
1008,239584,0312283709,8
1009,244657,0312283709,10
1010,263560,0312283709,9
1011,271448,0312283709,9
1012,271622,0312283709,7
1013,277051,0075536498,8
1014,134434,0075536498,7
1015,261829,0075536498,6
1016,277051,0385720920,10
1017,11517,0385720920,9
1018,14768,0385720920,8
1019,25409,0385720920,8
1020,26238,0385720920,7
1021,35704,0385720920,8
1022,39572,0385720920,6
1023,46508,0385720920,10
1024,61257,0385720920,8
1025,61759,0385720920,5
1026,61801,0385720920,6
1027,67072,0385720920,10
1028,76888,0385720920,10
1029,91931,0385720920,9
1030,110110,0385720920,9
1031,110235,0385720920,7
1032,118628,0385720920,8
1033,119904,0385720920,7
1034,134434,0385720920,8
1035,137816,0385720920,6
1036,139912,0385720920,7
1037,147396,0385720920,10
1038,160881,0385720920,8
1039,167782,0385720920,5
1040,168408,0385720920,10
1041,173415,0385720920,9
1042,176348,0385720920,7
1043,187256,0385720920,8
1044,190831,0385720920,9
1045,201751,0385720920,6
1046,216223,0385720920,8
1047,220688,0385720920,10
1048,225542,0385720920,10
1049,244786,0385720920,7
1050,245295,0385720920,10
1051,245667,0385720920,9
1052,254303,0385720920,5
1053,258534,0385720920,9
1054,265553,0385720920,8
1055,267442,0385720920,9
1056,275975,0385720920,6
1057,277094,0064404773,10
1058,8245,0064404773,9
1059,11676,0064404773,10
1060,44719,0064404773,10
1061,61203,0064404773,10
1062,81865,0064404773,7
1063,85379,0064404773,7
1064,95301,0064404773,10
1065,121292,0064404773,10
1066,144229,0064404773,8
1067,163319,0064404773,8
1068,180032,0064404773,8
1069,189115,0064404773,9
1070,227836,0064404773,10
1071,228303,0064404773,10
1072,251844,0064404773,9
1073,261998,0064404773,10
1074,277107,081297106X,10
1075,2106,081297106X,6
1076,8681,081297106X,10
1077,13080,081297106X,9
1078,32992,081297106X,10
1079,42581,081297106X,9
1080,56447,081297106X,8
1081,67663,081297106X,8
1082,74539,081297106X,7
1083,78779,081297106X,6
1084,78839,081297106X,7
1085,80477,081297106X,10
1086,85426,081297106X,9
1087,106007,081297106X,10
1088,115490,081297106X,10
1089,117873,081297106X,9
1090,135360,081297106X,9
1091,144038,081297106X,10
1092,154345,081297106X,8
1093,171445,081297106X,9
1094,192844,081297106X,10
1095,193482,081297106X,5
1096,196775,081297106X,9
1097,219597,081297106X,6
1098,222296,081297106X,8
1099,224138,081297106X,10
1100,235206,081297106X,8
1101,277109,0425191184,5
1102,3393,0425191184,9
1103,28865,0425191184,10
1104,34932,0425191184,6
1105,35551,0425191184,5
1106,36562,0425191184,7
1107,42883,0425191184,6
1108,52141,0425191184,5
1109,53220,0425191184,9
1110,54335,0425191184,8
1111,55607,0425191184,5
1112,58877,0425191184,6
1113,69089,0425191184,8
1114,91491,0425191184,3
1115,95991,0425191184,8
1116,104925,0425191184,6
1117,118597,0425191184,9
1118,131606,0425191184,5
1119,137968,0425191184,10
1120,155743,0425191184,5
1121,160451,0425191184,5
1122,185176,0425191184,7
1123,188022,0425191184,9
1124,195386,0425191184,7
1125,208423,0425191184,5
1126,217313,0425191184,3
1127,223132,0425191184,5
1128,229196,0425191184,7
1129,235105,0425191184,8
1130,265194,0425191184,10
1131,269945,0425191184,8
1132,272412,0425191184,8
1133,277124,0440241073,9
1134,277261,0440241073,7
1135,277629,0440241073,8
1136,278698,0440241073,10
1137,5207,0440241073,8
1138,6348,0440241073,8
1139,7346,0440241073,8
1140,8154,0440241073,8
1141,8487,0440241073,7
1142,8801,0440241073,7
1143,11676,0440241073,8
1144,12619,0440241073,8
1145,20060,0440241073,9
1146,20862,0440241073,4
1147,21128,0440241073,10
1148,22936,0440241073,9
1149,26231,0440241073,6
1150,28203,0440241073,7
